Date,bitcoin_time,bitcoin_high,bitcoin_low,bitcoin_open,bitcoin_volumefrom,bitcoin_volumeto,bitcoin_close,bitcoin_conversionType,bitcoin_top_tier_volume_quote,bitcoin_top_tier_volume_base,bitcoin_top_tier_volume_total,bitcoin_cccagg_volume_quote,bitcoin_cccagg_volume_base,bitcoin_cccagg_volume_total,bitcoin_total_volume_quote,bitcoin_total_volume_base,bitcoin_total_volume_total,bitcoin_volume,S&P 500 Industrials.csv_Open,S&P 500 Industrials.csv_High,S&P 500 Industrials.csv_Low,S&P 500 Industrials.csv_Close,S&P 500 Industrials.csv_Volume,S&P 500 Industrials.csv_Dividends,S&P 500 Industrials.csv_Stock Splits,S&P 500 Industrials.csv_Capital Gains
2019.11.25,2019.11.25,7386.06,6560.13,6930.09,85742.76,596056755.8,7138.23,direct,1127488068.0,4439339403.0,5566827472.0,1831340317.0,6235746151.0,8067086397.0,6206868441.0,22145691365.0,28352559806.0,13479110072.0,75.94967450282014,76.36662120572716,75.75509890352687,76.21837615966797,9190000,0.0,0.0,0.0
2019.11.26,2019.11.26,7350.44,7042.5,7138.23,36264.64,259675008.7,7170.11,direct,869985512.0,2511097927.0,3381083439.0,1300232623.0,3852794795.0,5153027418.0,4570109951.0,15327812094.0,19897922045.0,8364993846.0,76.29250561601454,76.57974236118677,76.14426054961514,76.44075775146484,6069400,0.0,0.0,0.0
2019.11.27,2019.11.27,7681.51,6873.1,7170.11,66406.48,485895588.3,7531.5,direct,1090972646.0,3247247950.0,4338220595.0,1858043343.0,5068364725.0,6926408068.0,5916262802.0,18851178882.0,24767441609.0,11046758486.0,76.38515034288926,76.39441079757944,76.07011815718894,76.36661529541016,9186200,0.0,0.0,0.0
2019.11.29,2019.11.29,7872.17,7425.49,7442.33,37243.54,285280637.6,7769.38,direct,660331260.3,2297660191.0,2957991373.0,1306911961.0,3880669424.0,5187581385.0,4647055285.0,15208108084.0,19855163447.0,8314109179.0,76.27396047681846,76.27396047681846,75.88480931237203,76.0145263671875,5645400,0.0,0.0,0.0
2019.12.10,2019.12.10,7403.64,7176.42,7350.62,23348.59,170419385.8,7233.84,direct,801219250.3,1597560867.0,2398780117.0,1421425110.0,2670071976.0,4091497086.0,4596707242.0,11069775791.0,15666483033.0,6796759234.0,74.8563428040015,75.07871391625515,74.64323214751451,74.77294921875,9046900,0.0,0.0,0.0
2019.12.11,2019.12.11,7284.74,7167.13,7233.84,19799.94,143267855.5,7212.01,direct,566150285.5,1182599148.0,1748749434.0,1101688906.0,1971448225.0,3073137203.0,4004572766.0,9327467496.0,13332040262.0,5488444040.0,74.84709507213238,75.31037246878489,74.6617869410922,75.24551391601562,9070300,0.0,0.0,0.0
2019.12.12,2019.12.12,7307.96,7105.35,7212.01,28003.83,201666958.3,7199.39,direct,557081166.9,1360255986.0,1917337153.0,1053997535.0,2149887745.0,3203885281.0,4134293048.0,9875682311.0,14009975287.0,6243703087.0,75.28256311803752,76.15352672574552,75.08798749549545,75.9126205444336,15561500,0.0,0.0,0.0
2019.12.13,2019.12.13,7308.08,7199.39,7199.39,18725.31,135777984.6,7261.72,direct,559219538.3,1188183540.0,1747403078.0,891458841.0,1868532562.0,2759991403.0,3777412620.0,8932859914.0,12710272534.0,5117561448.0,75.87554320601512,76.47780501122202,75.45859653189852,75.7087631225586,11754800,0.0,0.0,0.0
2019.12.16,2019.12.16,7172.46,6869.19,7132.39,39619.58,278223344.1,6897.33,direct,679889613.4,1546806675.0,2226696289.0,1181592017.0,2478805978.0,3660398064.0,4753851308.0,11107962013.0,15861813321.0,7359631199.0,75.96821964024211,76.08867627823611,75.66246195461102,75.67172241210938,8046500,0.0,0.0,0.0
2019.12.17,2019.12.17,6948.12,6585.46,6897.33,46023.51,310739632.4,6635.84,direct,735352069.5,2056591278.0,2791943348.0,1233016977.0,2651598849.0,3884615892.0,4755139956.0,12384513382.0,17139653271.0,7304470490.0,75.68098117664022,75.84776128997152,75.55126409616595,75.59758758544922,5949600,0.0,0.0,0.0
2019.12.18,2019.12.18,7442.26,6450.69,6635.84,71573.09,491429584.5,7294.53,direct,830775480.6,3566702898.0,4397478378.0,1435975280.0,4395484346.0,5831459699.0,7027691351.0,19140226612.0,26167917890.0,10362343214.0,75.60684729412269,75.62538234316027,75.14357003488291,75.28255462646484,6679300,0.0,0.0,0.0
2019.12.19,2019.12.19,7376.98,7057.66,7294.53,34799.1,249541907.2,7159.26,direct,588886506.3,1889832153.0,2478718731.0,1018924211.0,2686068727.0,3704992938.0,4921793583.0,12842304214.0,17764097868.0,6487062044.0,75.29180597197819,75.56976802636247,75.20841240732898,75.48638153076172,5744000,0.0,0.0,0.0
2019.12.20,2019.12.20,7234.56,7094.06,7159.26,23556.25,168963964.6,7203.41,direct,514526178.0,1207047392.0,1721573642.0,879308589.2,1875031271.0,2754339860.0,3755652965.0,9814871448.0,13570524413.0,5193622593.0,75.74061084803644,76.01064831395036,75.57300873559949,75.83373260498047,8913300,0.403,0.0,0.0
2019.12.23,2019.12.23,7694.65,7275.28,7517.58,44770.93,336425000.1,7326.6,direct,529954444.9,2212908900.0,2742863345.0,1081667793.0,3120082284.0,4201750077.0,4433160738.0,15122468803.0,19555629542.0,7572795813.0,76.28999424922468,76.54140450517636,76.15963232329533,76.45760345458984,5675700,0.0,0.0,0.0
2019.12.24,2019.12.24,7429.42,7175.5,7326.6,27770.75,203013413.9,7260.91,direct,462578417.3,1797692620.0,2260271038.0,964446780.4,2684993757.0,3649440610.0,3988941375.0,13058134395.0,17047075770.0,6011291851.0,76.43897184977735,76.54140008626443,76.0665132853062,76.15031433105469,4451600,0.0,0.0,0.0
2019.12.26,2019.12.26,7442.21,7167.44,7202.72,23254.3,169067214.3,7207.23,direct,450612956.6,1459257300.0,1909870256.0,843198918.9,2419572625.0,3262771544.0,3617524377.0,11884769838.0,15502294287.0,5805584919.0,76.31794927990583,76.3365764769301,75.96411068258026,76.32726287841797,3914200,0.0,0.0,0.0
2019.12.27,2019.12.27,7267.46,7061.61,7207.23,25489.38,183588691.2,7253.82,direct,505688963.0,1514311090.0,2020000053.0,906597003.8,2138616404.0,3045213407.0,3842172549.0,11026607077.0,14868779626.0,5290628891.0,76.569339145892,76.569339145892,76.15962620918184,76.26205444335938,5300700,0.0,0.0,0.0
2019.12.30,2019.12.30,7414.07,7224.79,7399.49,23030.92,168180498.7,7234.44,direct,486225554.9,1164252247.0,1650477730.0,994763714.3,1519597233.0,2514360947.0,4008311222.0,8968390724.0,12976701946.0,5014443208.0,76.3458650566415,76.3458650566415,75.75923636352432,75.90821838378906,7716400,0.0,0.0,0.0
2019.12.31,2019.12.31,7325.24,7141.94,7234.44,19424.26,140384995.3,7183.88,direct,509108285.4,1046401518.0,1555509804.0,934988519.3,1681635173.0,2616623693.0,3740026778.0,8798321542.0,12538348320.0,5106483872.0,75.72198067634004,76.06651266025568,75.59161875900799,75.86165618896484,6458200,0.0,0.0,0.0
2020.10.12,2020.10.12,11725.28,11223.99,11375.51,41705.77,478557074.7,11539.76,direct,1218374092.0,4008883775.0,5227257867.0,1144406539.0,3134813193.0,4279219731.0,4000270152.0,11815969118.0,15816239269.0,10015678971.0,76.71003644925824,77.07906158195514,76.48294572584875,76.80465698242188,8662000,0.0,0.0,0.0
2020.10.13,2020.10.13,11561.69,11314.56,11539.76,33529.75,383360256.7,11427.29,direct,1037238772.0,3578866332.0,4616105104.0,1005567809.0,2863413989.0,3868981685.0,3519746218.0,10645725871.0,14165471975.0,8992243746.0,76.26531824702676,76.72896395085074,75.72597322284,75.95306396484375,11004600,0.0,0.0,0.0
2020.10.14,2020.10.14,11550.25,11298.88,11427.29,22758.2,259711904.0,11429.3,direct,962829490.8,3216973183.0,4179802674.0,925116343.8,2583374394.0,3508490738.0,3311844145.0,9789351460.0,13101195491.0,8604468271.0,76.07607043804104,76.95605510696147,76.06660621906146,76.37886047363281,10052300,0.0,0.0,0.0
2020.10.15,2020.10.15,11607.59,11269.05,11429.3,33044.49,377801262.9,11508.31,direct,1004355417.0,3742122523.0,4746477940.0,972794222.0,3018840200.0,3991634422.0,3539951092.0,10707816354.0,14247767446.0,8786205819.0,75.55564848950958,76.691116564479,75.43264251616527,76.65326690673828,12063800,0.0,0.0,0.0
2020.10.16,2020.10.16,11545.35,11224.89,11508.31,29300.16,332320579.3,11326.25,direct,1051197191.0,3819661379.0,4870858570.0,953056707.0,2840605265.0,3793661859.0,3601153212.0,10733948513.0,14335101725.0,8616141371.0,77.12638389872644,77.6846501588468,77.01283491505302,77.21154022216797,9422400,0.0,0.0,0.0
2020.10.19,2020.10.19,11821.95,11417.11,11513.33,39224.67,456404609.8,11756.88,direct,886623002.3,3581644140.0,4468267142.0,848121924.4,2939665351.0,3787787275.0,3200072130.0,10643159105.0,13843231235.0,7788245105.0,77.26830615153264,77.71302335792362,75.97198253037097,76.25584411621094,8531000,0.0,0.0,0.0
2020.10.20,2020.10.20,12047.73,11688.39,11756.88,48504.61,576128149.7,11921.78,direct,1205221381.0,4679720323.0,5884941704.0,1137421622.0,3765911595.0,4903333217.0,4123805576.0,13659304089.0,17783109665.0,9825603346.0,76.65326690673828,77.62787213153864,76.47348283724088,76.65326690673828,9806800,0.0,0.0,0.0
2020.10.21,2020.10.21,13236.39,11900.51,11921.78,103080.18,1296152946.0,12813.11,direct,1561954242.0,9277025934.0,10838980176.0,1420796309.0,7117137663.0,8537933973.0,4905673166.0,24175189620.0,29080862786.0,15612901897.0,76.36939621271465,77.0033617214049,75.87736511230469,75.87736511230469,8009000,0.0,0.0,0.0
2020.10.22,2020.10.22,13197.69,12700.74,12813.11,57124.85,739591002.3,12990.25,direct,1406915781.0,6289560659.0,7696476440.0,1343224066.0,5013066208.0,6356290144.0,4472324059.0,17596066935.0,22068390864.0,13148276131.0,76.04768774144279,76.63433939581391,75.81113279201335,76.50186920166016,6878200,0.0,0.0,0.0
2020.10.23,2020.10.23,13031.82,12732.62,12990.25,32269.84,416662855.5,12937.2,direct,1049659981.0,4080154447.0,5129814428.0,989426576.9,3297126536.0,4286552984.0,3627974985.0,12455023829.0,16082998814.0,9568457653.0,76.8992775155855,77.13583245803653,76.21800534535703,76.80465698242188,8038300,0.0,0.0,0.0
2020.10.26,2020.10.26,13241.79,12797.05,13041.21,35322.99,460984686.3,13069.43,direct,1217884506.0,4453734355.0,5671618730.0,1128656109.0,3599712713.0,4728368822.0,3967479285.0,13465168812.0,17432648096.0,10431690199.0,75.79219726402569,75.87736079177813,74.07007768202408,74.88382720947266,10692400,0.0,0.0,0.0
2020.10.27,2020.10.27,13783.14,13060.64,13069.43,44978.37,603406480.4,13646.02,direct,1212904927.0,6192612319.0,7405517110.0,919385996.3,3805909502.0,4725295499.0,3665815504.0,16633720420.0,20299535924.0,8922545017.0,74.66621708188987,74.75137340922056,73.22795876601216,73.24688720703125,8736000,0.0,0.0,0.0
2020.10.28,2020.10.28,13855.57,12906.15,13646.02,32501.89,434942187.8,13285.97,direct,1249050178.0,7093069554.0,8342119732.0,561858622.6,2694167792.0,3256026414.0,3110600047.0,16490890071.0,19601489984.0,5891253391.0,71.75182225462088,72.5561073391408,70.75828894963179,70.84345245361328,17321800,0.0,0.0,0.0
2020.10.29,2020.10.29,13643.6,12985.56,13285.97,41497.54,555737562.1,13462.18,direct,1056166312.0,5268697425.0,6324863737.0,756243077.1,3407665603.0,4163908681.0,2950986725.0,14361927897.0,17312914622.0,7552865354.0,70.7961500187477,72.48988396510236,70.62583020238011,71.87483978271484,14272900,0.0,0.0,0.0
2020.10.30,2020.10.30,13674.89,13132.53,13462.18,56364.21,756044940.7,13565.95,direct,1191898941.0,5824237298.0,7016136103.0,1135641353.0,4834177174.0,5969818527.0,3583322378.0,16239382677.0,19822705191.0,11281151674.0,71.4963551071539,72.08301389446613,70.70153405894033,71.78968811035156,15374700,0.0,0.0,0.0
2020.11.10,2020.11.10,15476.99,15099.11,15335.03,23031.66,352628988.8,15313.73,direct,1435522067.0,4974146514.0,6409668581.0,855043186.5,2415954993.0,3270998180.0,3698354921.0,12648890601.0,16347245521.0,7037455402.0,79.85149279963436,81.30867223922499,79.60547361656462,80.98695373535156,18983800,0.0,0.0,0.0
2020.11.11,2020.11.11,15983.03,15288.76,15313.73,45852.83,717920492.2,15707.08,direct,1378853871.0,5575343336.0,6954197207.0,1345300250.0,4804788861.0,6150089111.0,4148423601.0,15226758750.0,19375182194.0,12475114412.0,81.49790336297967,81.50736758169472,79.89879691615108,80.30567169189453,11081400,0.0,0.0,0.0
2020.11.12,2020.11.12,16348.99,15476.25,15707.08,67322.57,1074746062.0,16306.53,direct,1348855452.0,7927595018.0,9276450633.0,1293685569.0,6410745780.0,7704431349.0,4091014696.0,21650702668.0,25741717365.0,13325268922.0,79.49192502338562,80.24889650911932,78.8484952900158,79.3878402709961,10776400,0.0,0.0,0.0
2020.11.13,2020.11.13,16482.62,15975.8,16306.53,42676.28,694320640.2,16332.85,direct,1344522335.0,5731010054.0,7075532389.0,1382856678.0,4789613816.0,6172470493.0,4143210081.0,16657861792.0,20801072037.0,12499592170.0,80.05965767824124,81.24243242562207,80.00288680047387,81.14781188964844,9280200,0.0,0.0,0.0
2020.11.16,2020.11.16,16876.48,15877.77,15964.7,41641.22,685608661.4,16721.46,direct,1246231017.0,6069607053.0,7315837903.0,1348796105.0,5254607607.0,6603403712.0,4258691496.0,17742460810.0,22001152306.0,13049700613.0,82.94562751273432,83.25787454660134,81.78177403313738,83.12540435791016,14364100,0.0,0.0,0.0
2020.11.17,2020.11.17,17857.37,16563.5,16721.46,62123.13,1072294335.0,17681.54,direct,1816293761.0,8803371067.0,10619664828.0,1814833442.0,7325070199.0,9139903641.0,5543298938.0,24808894335.0,30352193273.0,17633008770.0,82.50090110360541,83.18218046867507,81.67768733429895,82.90777587890625,11029700,0.0,0.0,0.0
2020.11.18,2020.11.18,18466.1,17260.91,17681.54,80691.42,1441862086.0,17786.27,direct,1965843677.0,12720550169.0,14686393668.0,1744715875.0,9537799957.0,11282515655.0,5558972940.0,32596111943.0,38155084883.0,20555852274.0,83.56067695787331,83.91078091932063,82.48198685070417,82.53876495361328,11882700,0.0,0.0,0.0
2020.11.19,2020.11.19,18172.87,17365.08,17786.27,48224.86,859856045.6,17824.64,direct,1659332100.0,7580130470.0,9239462570.0,1699709544.0,6788068172.0,8487777715.0,4938312769.0,22711127806.0,27649440575.0,16421765256.0,82.33057833509548,82.82260940399415,81.79123339343887,82.74691009521484,8451900,0.0,0.0,0.0
2020.11.20,2020.11.20,18814.87,17764.07,17824.64,51122.68,939934212.3,18672.78,direct,1922952761.0,7604588061.0,9527540821.0,2060822112.0,6681626903.0,8742449015.0,6015012952.0,22542703198.0,28557716150.0,19173253265.0,82.5482068617154,82.8793823219458,81.81015663060663,81.99940490722656,7288200,0.0,0.0,0.0
2020.11.23,2020.11.23,18761.66,18010.51,18430.59,48994.17,902518528.8,18385.74,direct,3328027250.0,7404242334.0,10732269584.0,3500392644.0,6549242728.0,10049635372.0,9835582152.0,22018791090.0,31854373241.0,28218393303.0,82.69962936904614,83.53230036942244,82.69962936904614,83.37144470214844,11396000,0.0,0.0,0.0
2020.11.24,2020.11.24,19419.49,18117.78,18385.74,74142.3,1403472685.0,19157.16,direct,5607964911.0,10688927269.0,16296892180.0,5458408986.0,8966284791.0,14424693776.0,14864282399.0,28589654586.0,43453937176.0,40434005156.0,84.64880635512547,85.31116442070203,84.23246741213921,84.8285903930664,13977000,0.0,0.0,0.0
2020.11.25,2020.11.25,19488.81,18519.89,19157.16,59989.48,1141495120.0,18725.76,direct,3818929435.0,8094161073.0,11913090508.0,3789450220.0,7407142900.0,11196593119.0,10561350175.0,23211383042.0,33772733217.0,30268581748.0,84.76236766464567,84.78128888341111,83.76883403098992,84.18517303466797,9382800,0.0,0.0,0.0
2020.11.27,2020.11.27,17479.12,16462.87,17175.86,61052.47,1034426524.0,17155.0,direct,2322910859.0,7479190582.0,9802101441.0,2273559698.0,6940783651.0,9214343521.0,6690937545.0,21656279864.0,28347217409.0,22486247685.0,84.41226089444058,84.68666548128449,83.79721662869274,84.0432357788086,5023100,0.0,0.0,0.0
2020.11.30,2020.11.30,19850.23,18199.03,18199.23,77985.3,1493787961.0,19686.87,direct,2375472267.0,10082744064.0,12458216331.0,2529935646.0,9694175058.0,12224110703.0,7609932037.0,28574962425.0,36184894659.0,27159825323.0,83.85399636465891,83.94861689530141,82.82261308912953,83.29572296142578,10379800,0.0,0.0,0.0
2020.12.10,2020.12.10,18554.32,17920.56,18549.92,37500.96,684802762.1,18250.47,direct,1245596220.0,5241015941.0,6486612161.0,1254375426.0,4753209348.0,6007584957.0,4209676588.0,15017719535.0,19227395941.0,13089280885.0,84.01485968975062,84.4217345059843,83.42820079545794,83.79722595214844,11628000,0.0,0.0,0.0
2020.12.11,2020.12.11,18295.1,17598.13,18250.47,45166.17,809318887.8,18034.86,direct,1470994059.0,6447886089.0,7918880328.0,1446470256.0,5809972711.0,7256442967.0,4613396000.0,17883373488.0,22496769489.0,16034524766.0,83.27680407503186,84.1757099699344,83.26733985597744,83.99592590332031,6577500,0.0,0.0,0.0
2020.12.14,2020.12.14,19339.6,19001.22,19169.05,23827.71,456841099.9,19274.69,direct,1125925234.0,4883525086.0,6009450320.0,1082499550.0,4163232041.0,5245731783.0,3430200160.0,12702930090.0,16133130057.0,11390301535.0,84.80967235079477,84.87590744356079,82.88884744149672,82.90777587890625,6841800,0.0,0.0,0.0
2020.12.15,2020.12.15,19553.23,19060.06,19274.69,42331.4,819839290.0,19441.96,direct,1372922585.0,6261103380.0,7634025965.0,1294274608.0,5571560051.0,6865834658.0,4128625607.0,16288080777.0,20416706384.0,14250316651.0,83.51336230431478,84.39334701482258,83.01186696095476,84.06216430664062,7351300,0.0,0.0,0.0
2020.12.16,2020.12.16,21527.36,19299.86,19441.96,95374.74,1949841495.0,21352.13,direct,2480148546.0,13642898411.0,16123047170.0,2392537981.0,11420510002.0,13813047769.0,6972983670.0,32483739918.0,39456723588.0,27235152771.0,84.13786392941557,84.18517780763744,83.361963972533,83.541748046875,6805000,0.0,0.0,0.0
2020.12.17,2020.12.17,23698.98,21240.41,21352.13,140483.08,3194654468.0,22822.17,direct,3932301884.0,22869545402.0,26801847285.0,3806112172.0,18701595255.0,22507707428.0,10796307090.0,54527658796.0,65323966114.0,43533186575.0,84.03377541934483,84.15678860959378,83.57012975363247,84.05270385742188,9088500,0.0,0.0,0.0
2020.12.18,2020.12.18,23271.54,22345.87,22822.17,59658.48,1362467582.0,23135.57,direct,2576713004.0,12204390748.0,14781103751.0,2272173018.0,9012004135.0,11284177152.0,7158727680.0,28176219589.0,35334947038.0,24099069552.0,84.17571328251023,84.27033381952612,83.39981332844518,84.06216430664062,8640000,0.0,0.0,0.0
2020.12.21,2020.12.21,24077.7,22015.91,23467.06,75934.38,1750627321.0,22727.13,direct,2919380303.0,12655708476.0,15575088779.0,2473960600.0,10164107078.0,12638067451.0,7810782993.0,30477673144.0,38288456138.0,27196049890.0,82.38612618964629,83.94434551951726,82.08208357037752,83.55479431152344,9071100,0.366,0.0,0.0
2020.12.22,2020.12.22,23833.23,22378.26,22727.13,49685.46,1149767379.0,23823.32,direct,2927019097.0,11115783628.0,14042802726.0,2501971760.0,8854570817.0,11356542577.0,8019270900.0,27347517307.0,35366787969.0,26412926796.0,83.51678199517308,83.60229057767022,82.54764123318816,83.16522979736328,11451100,0.0,0.0,0.0
2020.12.23,2020.12.23,24082.98,22641.37,23823.32,66161.63,1552020952.0,23239.5,direct,4087998628.0,13462351624.0,17550350019.0,3846359420.0,11003426840.0,14849786260.0,11009969689.0,32918024121.0,43927994043.0,36346271239.0,83.5927988004023,84.04885909531322,83.48828347262112,83.602294921875,8939400,0.0,0.0,0.0
2020.12.24,2020.12.24,23778.56,22716.45,23239.5,39804.23,923848542.7,23724.2,direct,3096710574.0,9976919316.0,13073629890.0,2923740753.0,7594643334.0,10518384087.0,8802937955.0,24626076649.0,33429014604.0,26964138077.0,83.725819849556,83.74481934209788,83.13673409548673,83.61180114746094,2367400,0.0,0.0,0.0
2020.12.28,2020.12.28,27461.63,26085.96,26249.27,52027.49,1402005894.0,27039.45,direct,3446861189.0,13181240839.0,16628102028.0,3445352929.0,9997637086.0,13442990015.0,10289838092.0,32062661642.0,42352499734.0,30055571669.0,84.1628957506515,84.43843556005083,83.62131950430089,83.7163314819336,4849900,0.0,0.0,0.0
2020.12.29,2020.12.29,27383.6,25864.25,27039.45,55477.49,1479551412.0,27360.78,direct,3012858556.0,11930633097.0,14943491380.0,2867845601.0,9438895344.0,12306740946.0,8489900644.0,29781125817.0,38271026461.0,30253426507.0,84.14387301892482,84.25789171979075,82.65216278176457,83.2127456665039,6729500,0.0,0.0,0.0
2020.12.30,2020.12.30,28990.2,27360.09,27360.78,70752.88,1993721842.0,28889.61,direct,2659562185.0,15558415686.0,18217977582.0,2606848469.0,12614545071.0,15221393540.0,7965232953.0,38983712536.0,46948945489.0,29284498323.0,83.35526842655644,83.97284979716967,83.30775882161021,83.74481964111328,5019300,0.0,0.0,0.0
2020.12.31,2020.12.31,29301.67,27957.13,28889.61,66915.03,1924969475.0,28972.4,direct,2153011185.0,14564202972.0,16717214157.0,2129210938.0,11380027276.0,13509238214.0,6388029736.0,35660430826.0,42048460562.0,25316021409.0,83.71632279831455,84.29590522538993,83.28876531884185,84.13438415527344,6761600,0.0,0.0,0.0
2021.10.11,2021.10.11,57825.98,54448.68,54700.24,31803.75,1805863527.0,57498.8,direct,4787128718.0,23809683842.0,28596812560.0,3719623246.0,14742564673.0,18462187919.0,9555635299.0,40899485228.0,50455119952.0,52464967506.0,96.70251445600287,97.31637629310512,96.0406916900166,96.05028533935548,9984000,0.0,0.0,0.0
2021.10.12,2021.10.12,57646.93,54098.22,57498.8,33966.65,1913353762.0,56010.9,direct,5077066022.0,20662813646.0,25739879669.0,4003228968.0,13980981009.0,17984209977.0,10101238711.0,37572213100.0,47673452371.0,53708875535.0,96.1653987362353,96.50110332534148,95.54194317486026,95.73377227783205,10048700,0.0,0.0,0.0
2021.10.13,2021.10.13,57768.98,54279.61,56010.9,34054.43,1906230334.0,57369.0,direct,5260701158.0,23334218870.0,28594920028.0,4092820345.0,14736137522.0,18828958441.0,10354298466.0,40796392439.0,51150691479.0,58275788183.0,95.90641466181324,96.338041089902,94.88970731540938,95.93518829345705,12416600,0.0,0.0,0.0
2021.10.14,2021.10.14,58514.76,56854.38,57369.0,28061.61,1617497365.0,57359.21,direct,4942822660.0,20431788253.0,25374610913.0,3900748639.0,13044918334.0,16945666973.0,9866351403.0,35492761791.0,45359113767.0,51148434471.0,96.71211406985188,97.7767823600082,96.51069132817514,97.74800872802734,9752800,0.0,0.0,0.0
2021.10.15,2021.10.15,62889.98,56885.66,57359.21,62053.36,3737889744.0,61684.96,direct,7440501560.0,29774515951.0,37215017511.0,5896174790.0,21497077788.0,27393252578.0,14559179113.0,54962629288.0,69521808401.0,74517552409.0,98.41940939002347,99.1100057693256,98.28512757380474,98.68797302246094,11775100,0.0,0.0,0.0
2021.10.18,2021.10.18,62662.72,59925.93,61520.54,50489.09,3113486442.0,62038.16,direct,4189950000.0,23665599495.0,27855549496.0,3283492454.0,16190073180.0,19473565633.0,44487629676.0,42531031102.0,87018661398.0,52139714734.0,98.12208506716074,98.86063515375425,97.73841954831,98.755126953125,6780200,0.0,0.0,0.0
2021.10.19,2021.10.19,64468.7,61410.11,62038.16,42983.11,2706420467.0,64283.97,direct,4318683888.0,25238904880.0,29557588768.0,3407704821.0,17599971941.0,21007676762.0,9381171879.0,45355534463.0,54736706342.0,49229627200.0,99.24428779372984,99.37856961023024,98.65919959991652,99.34020233154295,6911200,0.0,0.0,0.0
2021.10.20,2021.10.20,66980.66,63543.7,64283.97,45364.94,2978059286.0,66021.02,direct,5405334349.0,24291918025.0,29697252374.0,4263247287.0,16536257811.0,20799505098.0,11462425567.0,43894172858.0,55356598425.0,57481406388.0,99.35938568129444,100.06916938436297,99.12918931917484,99.96366119384766,9258500,0.0,0.0,0.0
2021.10.21,2021.10.21,66645.73,62076.16,66021.02,62097.42,3962470064.0,62283.96,direct,6628043521.0,25050923869.0,31678966767.0,5238961731.0,18541594822.0,23780557176.0,15779167908.0,46697913476.0,62477080761.0,70870021257.0,99.75265332047424,100.2130534017902,99.50326963818596,100.16509246826172,7824900,0.0,0.0,0.0
2021.10.22,2021.10.22,63731.17,60017.23,62283.96,40476.42,2504718475.0,60693.59,direct,5351337443.0,23393043602.0,28744380438.0,4225694701.0,15689456281.0,19915150982.0,10956681809.0,40970275676.0,51926958092.0,60304284320.0,100.36650463801668,100.89404557998114,100.21304283896085,100.5199737548828,9826300,0.0,0.0,0.0
2021.10.25,2021.10.25,63709.97,60658.35,60863.56,24693.91,1549308692.0,63089.04,direct,4534659130.0,16098880793.0,20633539922.0,3525178340.0,10400743051.0,13925921391.0,9341931048.0,28261740476.0,37603672156.0,50460152934.0,100.3665023809526,101.13383331240676,100.04039149166115,100.75016784667967,8093600,0.0,0.0,0.0
2021.10.26,2021.10.26,63290.04,59868.68,63089.04,28107.19,1738003095.0,60315.68,direct,5414294315.0,18686399614.0,24100693930.0,4108696281.0,11813326548.0,15922022829.0,10922692551.0,31876316959.0,42799008907.0,58812887691.0,100.64467158559334,101.0667043796789,100.1171305929864,100.12672424316406,12314000,0.0,0.0,0.0
2021.10.27,2021.10.27,61473.0,58128.18,60315.68,45852.35,2719093218.0,58464.42,direct,7088744276.0,21437416064.0,28526160339.0,5259194964.0,13691378531.0,18950573495.0,13780171369.0,37249868551.0,51030039920.0,89179045649.0,100.31855625045058,100.38570448583148,98.93737061504368,98.95655059814452,9015100,0.0,0.0,0.0
2021.10.28,2021.10.28,62252.08,58145.43,58464.42,51251.1,3090102767.0,60610.11,direct,6188100097.0,22468547196.0,28656647293.0,4622332457.0,14459482409.0,19081814866.0,12232677878.0,38775550615.0,51008228493.0,90056579153.0,99.10041344309012,100.25140254541785,99.10041344309012,100.19385528564452,9260400,0.0,0.0,0.0
2021.10.29,2021.10.29,62967.45,60269.97,60610.11,35214.62,2168021243.0,62282.5,direct,5271349767.0,19744620022.0,25015969789.0,4076460627.0,12894382099.0,16970842726.0,10817681754.0,34689652811.0,45507334564.0,67148794282.0,100.01161697620572,100.58711887071144,99.81978788991086,100.2226333618164,6831600,0.0,0.0,0.0
2021.11.10,2021.11.10,68978.64,63196.25,66939.24,50591.31,3365466815.0,64926.06,direct,8571680629.0,23806657221.0,32378337850.0,6649901716.0,16666146277.0,23316047993.0,16759750827.0,42785882685.0,59545633512.0,91173754635.0,102.58216996097327,102.9082882008488,101.87239353462424,102.15055084228516,10326000,0.0,0.0,0.0
2021.11.11,2021.11.11,65585.68,64130.37,64926.06,21475.67,1393819061.0,64820.8,direct,6241279803.0,16742712223.0,22983992675.0,4666507083.0,10657942890.0,15324449973.0,12251570037.0,28846728729.0,41098298117.0,60478025494.0,102.35197113983834,102.35197113983834,101.62300743089764,101.728515625,5921200,0.0,0.0,0.0
2021.11.12,2021.11.12,65466.0,62315.02,64820.8,32742.19,2090846686.0,64156.3,direct,5920936810.0,18426782583.0,24347718752.0,4592715988.0,12561489816.0,17154205804.0,12099217370.0,32567919194.0,44667136564.0,65885740849.0,102.0162704938443,102.70686694801545,101.6901522492364,102.53421783447266,7929000,0.0,0.0,0.0
2021.11.15,2021.11.15,66335.42,63442.58,65509.06,25263.23,1639253321.0,63614.06,direct,4826448351.0,17291287526.0,22117735877.0,3678966486.0,10740959854.0,14419926341.0,9863201604.0,29175723468.0,39038925072.0,14419080274.0,102.9466613864692,103.06175592188691,102.49585494191966,102.7260513305664,7672400,0.0,0.0,0.0
