Date,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_log_price,energy_Open,energy_High,energy_Low,energy_Close,energy_Adj Close,energy_Volume,energy_log_return,energy_realized_volatility,min_1k_count,pessimistic_doubtful,angry,fearful_concerned,euphoric_excited,bearish,bullish,happy,sad,mistrustful,positive,annoyed_frustrated,optimistic,negative,1m_rv,1w_rv,1y_rv,2w_rv,3m_rv,6m_rv,active_count
2018-01-10,14403.51,14900.0,13412.0,14890.02,18479.01253,9.608446468860498,75.44999694824219,75.5,75.08000183105469,75.13999938964844,56.15803527832031,10822000,-0.0011971001714377,0.4792332823856691,1675,380.0,140.0,617.0,725.0,360.0,663.0,258.0,79.0,43.0,3478.0,18.0,1653.0,5169.0,142.954289866021,107.488339096146,94.9136529767354,122.476296068794,119.323052632564,109.442753383262,1125366
2018-01-11,14899.99,14973.07,12800.0,13243.83,19630.07517,9.491287062583549,75.4000015258789,76.94999694824219,75.12999725341797,76.68000030517578,57.308990478515625,18089500,0.020287890134341,0.5420605542549908,1679,322.0,120.0,641.0,682.0,370.0,617.0,256.0,49.0,43.0,3338.0,19.0,1625.0,4933.0,135.731253644092,111.570671206603,94.5867953066071,115.636377546772,119.873078311017,109.392451214914,1223960
2018-01-12,13249.99,14152.19,12807.27,13781.41,13433.08481,9.531075861539186,76.69999694824219,77.62000274658203,76.69999694824219,77.41999816894531,57.8620491027832,19819200,0.0096041993412701,0.5551085286001486,1677,303.0,100.0,493.0,638.0,272.0,547.0,210.0,44.0,37.0,3031.0,18.0,1440.0,4380.0,135.724684052874,95.2383349018809,93.900629302113,115.856838343045,119.581577344033,109.531413976049,1152553
2018-01-16,13581.66,13607.04,10162.0,11386.34,38789.88309,9.340169670298282,77.5999984741211,77.6500015258789,76.30000305175781,76.44000244140625,57.12963104248047,16894900,-0.0127389701876463,0.5760616438863689,1667,346.0,175.0,591.0,776.0,780.0,833.0,267.0,60.0,44.0,3663.0,28.0,1620.0,6100.0,141.729185912888,121.742620441038,95.3245220864178,125.630929698196,122.65122796723,110.229238899207,999056
2018-01-17,11393.97,11794.07,9222.0,11191.35,41356.18974,9.322896437460772,76.66000366210938,77.44000244140625,76.16000366210938,77.11000061035156,57.63037109375,14007400,0.0087268304492758,0.5787191493697399,1667,406.0,212.0,670.0,858.0,889.0,944.0,278.0,79.0,52.0,3907.0,43.0,1765.0,6946.0,146.415588124706,147.584876780977,96.4228146118302,132.953311424864,126.424412273878,111.905725265512,1090512
2018-01-18,11199.0,12146.0,10693.0,11247.57,22195.26202,9.327907384301206,76.81999969482422,77.01000213623047,76.33999633789062,76.4800033569336,57.159523010253906,11514600,-0.0082036691241,0.5798529429665956,1671,315.0,104.0,506.0,630.0,471.0,693.0,246.0,50.0,32.0,3239.0,20.0,1556.0,4909.0,151.970665190636,173.682153538119,96.8856385998039,146.518251764864,127.624744906777,111.958915443018,1053517
2018-01-19,11290.9,12050.39,11025.18,11552.0,13203.25568,9.354613861132608,76.30999755859375,76.41000366210938,75.87999725341797,76.37999725341797,57.08478164672851,12962700,-0.001308466798175,0.5798022745670001,1679,296.0,98.0,464.0,581.0,372.0,543.0,228.0,42.0,35.0,2921.0,19.0,1433.0,4153.0,152.133285889958,172.877578079133,96.9232830702471,139.594808801029,127.501236505715,111.934819011558,1027739
2018-01-22,11558.87,11910.78,10028.41,10808.99,17067.72926,9.288133474260812,76.4800033569336,78.05999755859375,76.45999908447266,78.02999877929688,58.317970275878906,17016700,0.0213725066467169,0.6143523205559484,1681,279.0,104.0,449.0,521.0,551.0,586.0,187.0,32.0,38.0,2833.0,21.0,1346.0,4542.0,145.193048310013,190.051210526874,97.9279280420304,146.835135132274,129.943977381928,111.475925772692,944978
2018-01-23,10810.0,11409.87,9927.54,10851.82,17250.17615,9.292088086836984,78.18000030517578,78.26000213623047,77.5199966430664,77.91000366210938,58.2282600402832,10184900,-0.0015389911375249,0.5550027859174689,1681,315.0,114.0,446.0,563.0,500.0,672.0,210.0,63.0,48.0,3009.0,20.0,1503.0,4550.0,141.294895929174,174.777217857867,98.2583915254746,150.836918377589,130.888854232511,111.994241743291,900239
2018-01-24,10848.99,11500.0,10488.13,11400.96,11646.7906,9.341452841363395,78.0,78.38999938964844,77.43000030517578,77.69999694824219,58.07131576538086,12919700,-0.002699143249683,0.5554220261872993,1681,265.0,114.0,394.0,512.0,321.0,566.0,187.0,34.0,28.0,2708.0,18.0,1273.0,4081.0,139.230203038899,145.361080270736,98.3174450977137,152.665551648928,130.805736876024,112.106790109432,944565
2018-01-25,11400.98,11741.82,10868.57,11155.54,10212.92183,9.319691514480263,78.08999633789062,78.08999633789062,76.94999694824219,77.08999633789062,57.61540603637695,11718400,-0.0078816951306066,0.5534406246772018,1675,292.0,94.0,396.0,582.0,331.0,517.0,202.0,52.0,27.0,2754.0,23.0,1373.0,3960.0,139.327146469782,126.669334000551,98.3617729989832,153.536345955684,130.801737936039,111.800266769892,841497
2018-01-26,11140.01,11635.0,10263.32,11092.95,15074.66641,9.314065050381526,77.26000213623047,77.63999938964844,77.0999984741211,77.51000213623047,57.929325103759766,7785300,0.0054334648872957,0.5560960692722929,1673,300.0,95.0,378.0,484.0,381.0,563.0,154.0,51.0,28.0,2673.0,14.0,1358.0,3973.0,135.50430103728,126.422843653618,98.4389619917753,152.413708026208,130.739301204066,111.565246566583,807944
2018-01-29,11685.58,11820.01,10991.0,11162.62,9996.356898,9.320325975406924,77.19999694824219,77.47000122070312,76.22000122070312,76.33999633789062,57.05488204956055,12647200,-0.0152099885080874,0.5878814850718653,1681,263.0,88.0,335.0,436.0,302.0,385.0,153.0,40.0,35.0,2331.0,22.0,1298.0,3722.0,130.962456716142,87.9144756089881,98.6092724663799,151.270684305995,130.941523529912,111.455725575159,778138
2018-01-30,11162.62,11222.36,9731.2,9971.0,21082.19253,9.207436158828791,75.69999694824219,75.91000366210938,74.73999786376953,74.80000305175781,55.9039192199707,22751800,-0.0203790735667084,0.6404699522127933,1685,298.0,140.0,352.0,598.0,520.0,572.0,180.0,52.0,34.0,2925.0,21.0,1434.0,4839.0,129.411707580662,81.2936482494305,98.8504422577207,137.26927977721,131.382130422425,111.824136279042,838805
2018-01-31,9971.0,10324.0,9514.96,10149.0,12743.50947,9.225130457448818,75.0,75.12999725341797,74.33000183105469,74.8499984741211,55.941280364990234,15725300,0.0006681647004818,0.6065599648647373,1684,307.0,87.0,350.0,491.0,506.0,537.0,175.0,42.0,30.0,2861.0,24.0,1426.0,4598.0,129.682047802873,87.9237892393839,99.1398542144029,121.300223661688,132.211493994608,112.318686540543,676270
2018-02-01,10148.99,10187.56,8455.0,8998.99,26356.58884,9.104867627798749,74.94999694824219,75.66999816894531,74.52999877929688,75.62000274658203,56.51676940917969,18011600,0.0102347443038137,0.5911540752394341,1683,376.0,149.0,544.0,673.0,782.0,763.0,219.0,52.0,64.0,3451.0,33.0,1705.0,6065.0,130.979911947631,91.2791470950739,99.4205016855159,112.412787344508,132.930409118987,112.775025441812,842398
2018-02-02,9010.87,9096.79,7625.25,8838.83,44406.01983,9.08690979393109,74.2300033569336,74.41000366210938,72.05999755859375,72.45999908447266,54.15506362915039,31005400,-0.0426861619516305,0.7956075101425457,1680,402.0,181.0,512.0,637.0,939.0,888.0,213.0,59.0,35.0,3404.0,33.0,1618.0,6242.0,134.490598696784,113.41930535588,100.211126559437,123.361897443616,134.523238746466,114.075975054274,854253
2018-02-05,8190.78,8335.56,6600.0,6874.27,46544.4288,8.835540735078903,71.48999786376953,72.4000015258789,68.27999877929688,69.41999816894531,51.883026123046875,34767600,-0.0428596887748291,0.9615615146084778,1672,391.0,165.0,487.0,623.0,990.0,891.0,188.0,64.0,33.0,3178.0,23.0,1508.0,5901.0,137.381020172884,143.515728879378,101.784579479321,130.804041691756,138.649309735079,115.818282343184,903239
2018-02-06,6878.65,8150.0,5920.72,7737.37,70961.36966,8.953817115559302,68.2300033569336,70.47000122070312,67.9000015258789,69.97000122070312,52.29408264160156,32815200,0.0078916121467305,0.963743750426996,1676,353.0,172.0,451.0,679.0,966.0,1057.0,240.0,66.0,37.0,3719.0,35.0,1705.0,5871.0,144.672399084021,175.904840734156,103.336556682367,149.462177133836,142.759900198948,118.337167230831,999110
2018-02-07,7737.26,8649.0,7213.8,7588.01,32640.89254,8.934324648924358,70.19000244140625,71.06999969482422,68.79000091552734,68.80000305175781,51.41965866088867,24603700,-0.0168628069076568,0.9863752020859912,1678,274.0,95.0,340.0,497.0,456.0,834.0,162.0,46.0,24.0,2909.0,23.0,1276.0,4244.0,158.303236835647,230.432706528987,104.56321738481,175.410948940259,146.419917801081,120.430750629278,814500
2018-02-08,7588.01,8644.36,7565.5,8259.76,22746.39118,9.019150810402826,68.87000274658203,69.1500015258789,66.69000244140625,66.72000122070312,49.86510467529297,27771100,-0.0306990129498405,1.0594001224199496,1682,263.0,101.0,377.0,492.0,388.0,616.0,174.0,47.0,34.0,2807.0,29.0,1303.0,4222.0,158.78461112756,232.304711185529,104.652243427562,176.490595671937,146.528027282586,120.49619465672,746341
2018-02-09,8259.42,8779.62,7753.32,8693.98,18418.11709,9.070386111109007,67.51000213623047,67.58000183105469,64.44999694824219,66.66999816894531,49.82773971557617,35174100,-0.0007497271808798,1.0281403023286015,1683,243.0,73.0,305.0,438.0,379.0,592.0,162.0,35.0,27.0,2500.0,16.0,1169.0,3657.0,159.153130998588,219.607339786916,104.549352114811,177.238440845593,146.514753894168,120.498794209025,775346
2018-02-12,8077.25,8995.0,8067.0,8899.0,15071.0403,9.093694189856862,67.52999877929688,68.51000213623047,67.20999908447266,67.76000213623047,50.64238357543945,24956900,0.0162170327047013,1.0412401212822178,1683,242.0,75.0,277.0,390.0,323.0,608.0,112.0,31.0,23.0,2444.0,12.0,1153.0,3255.0,162.948454519571,195.28489820849,104.896078655122,185.036644639654,146.433992943623,121.045844367669,914734
2018-02-13,8891.2,8951.89,8360.13,8522.99,11374.52415,9.050522497225822,67.41000366210938,67.7699966430664,67.01000213623047,67.4800033569336,50.43312072753906,12285000,-0.0041407744453669,1.0301161595909327,1684,213.0,93.0,285.0,369.0,282.0,520.0,122.0,37.0,38.0,2264.0,12.0,1069.0,3387.0,162.199611702102,139.826897263782,104.939577932027,184.189574588815,146.035129857622,120.775136410548,852822
2018-02-14,8504.57,9515.0,8504.57,9490.98,17468.73887,9.158097152868764,66.81999969482422,68.66000366210938,66.66000366210938,68.45999908447266,51.165550231933594,19756900,0.014418312304012,1.0402176610944769,1686,266.0,88.0,261.0,423.0,267.0,694.0,171.0,42.0,36.0,2581.0,17.0,1118.0,3446.0,163.582664919105,99.8717570066654,105.076126899704,184.478416344743,146.063303787825,120.89234260306,937579
2018-02-15,9490.98,10234.0,9350.0,10018.0,21036.33732,9.212138753917564,68.5999984741211,68.6500015258789,67.19000244140625,68.29000091552734,51.03848648071289,16469400,-0.0024862633494064,1.0355431331206335,1702,244.0,91.0,264.0,465.0,292.0,732.0,178.0,28.0,26.0,2716.0,12.0,1251.0,3561.0,166.38400140691,106.612638634055,105.370690245679,185.997107496428,146.309419170692,121.162879307271,788513
2018-02-16,10011.3,10300.0,9707.51,10196.0,11857.64278,9.229750765496004,68.0,68.76000213623047,67.70999908447266,68.12000274658203,50.91143798828125,13791100,-0.0024924602652145,1.035888046009264,1698,220.0,61.0,251.0,394.0,234.0,529.0,166.0,31.0,27.0,2376.0,11.0,1107.0,3184.0,160.042149780033,104.465547455198,105.407063490491,174.868240445587,146.031780252526,120.998612386339,773217
2018-02-20,11159.12,11780.0,11080.37,11233.41,15880.90904,9.32664765257487,68.26000213623047,68.76000213623047,67.44000244140625,67.75,50.63490295410156,17808100,-0.0054464363544362,1.0026237647798213,1689,214.0,82.0,288.0,459.0,395.0,690.0,135.0,38.0,30.0,2488.0,19.0,1126.0,3506.0,148.797373470962,75.2346011936613,105.849030705958,112.537693008132,146.715692044824,121.279075816893,714634
2018-02-21,11233.42,11275.74,10256.0,10449.4,19959.67716,9.254299839476635,67.55000305175781,68.18000030517578,66.61000061035156,66.61000061035156,49.78289413452149,12545400,-0.0169697341716599,1.0249862472085187,1689,257.0,78.0,290.0,383.0,448.0,539.0,125.0,38.0,14.0,2356.0,7.0,1181.0,3472.0,147.81384844083,99.298109814183,106.038445003139,99.9260565592975,147.333105946265,121.645583720673,705377
2018-02-22,10446.79,10935.0,9731.2,9843.34,20204.69095,9.194550363346975,67.08999633789062,68.33000183105469,66.91999816894531,67.33999633789062,50.32848358154297,15330300,0.0108996337623983,1.0335865658135353,1689,224.0,78.0,236.0,374.0,400.0,538.0,141.0,25.0,30.0,2389.0,13.0,1139.0,3365.0,146.92691151849,102.192754085113,106.216843040319,105.58665002154,147.797989149858,121.806783112557,713584
2018-02-23,9843.33,10405.3,9600.0,10166.1,16044.0393,9.226813934669073,67.66999816894531,68.8499984741211,67.55000305175781,68.80000305175781,51.41965866088867,15684800,0.0214494299456928,1.0637108774187862,1688,232.0,63.0,276.0,324.0,352.0,458.0,129.0,38.0,26.0,2223.0,9.0,1199.0,3245.0,145.708489591941,108.213469986695,106.362933517339,109.279542866396,148.22399047589,121.81578861307,739558
2018-02-26,9595.99,10461.97,9376.34,10324.7,16156.80506,9.242294361717036,69.1500015258789,69.3499984741211,68.80999755859375,69.20999908447266,51.72608184814453,12156400,0.0059415583292778,1.064142093903918,1684,202.0,67.0,255.0,371.0,269.0,512.0,141.0,23.0,19.0,2256.0,9.0,1080.0,2952.0,146.491886266572,103.550584998659,106.588213329826,103.317720726477,148.306338249622,122.24940794755,669611
2018-02-27,10329.99,10850.0,10150.0,10566.3,10408.47994,9.265424970279737,69.3499984741211,69.9000015258789,68.30000305175781,68.30999755859375,51.053436279296875,13465700,-0.0130892146218624,1.0596557093509278,1688,256.0,56.0,231.0,366.0,268.0,504.0,152.0,36.0,16.0,2522.0,15.0,1313.0,3110.0,147.817949352,105.177384407605,106.752180739427,105.629440616368,148.396376208181,122.567432707033,713393
2018-02-28,10572.49,11064.75,10255.07,10314.9,10490.74906,9.241344730838874,68.66999816894531,68.91999816894531,66.70999908447266,66.73999786376953,49.88005447387695,17622000,-0.0232516916886771,1.0690034293014594,1684,251.0,66.0,274.0,428.0,240.0,465.0,129.0,25.0,38.0,2458.0,9.0,1307.0,3322.0,147.709356382859,99.0181001225381,106.791718466839,103.729572384337,148.422968025727,122.619437480855,806090
2018-03-01,10314.99,11090.0,10223.41,10903.13,9481.665146,9.296805182959154,66.66999816894531,67.69000244140625,66.16000366210938,66.63999938964844,49.80531692504883,22975000,-0.00149945261533,1.0691372239976524,1693,259.0,45.0,241.0,380.0,247.0,518.0,167.0,35.0,24.0,2679.0,12.0,1398.0,3240.0,148.629203070476,92.2958624461853,106.82642762711,97.4580859107189,147.699398690183,123.429049667121,819973
2018-03-02,10917.37,11175.0,10774.01,11029.99,8329.097901,9.308373205628824,66.18000030517578,67.19000244140625,65.6500015258789,66.94999694824219,50.03700637817383,14578900,0.0046410378548893,1.0629411383999745,1691,242.0,69.0,247.0,378.0,280.0,521.0,141.0,29.0,23.0,2415.0,13.0,1257.0,3209.0,141.830368264968,84.985367540717,106.856188863113,97.7569790771996,146.864657493043,123.371369538686,749016
2018-03-05,11479.68,11688.0,11383.66,11419.24,9933.676233,9.343054931083024,66.63999938964844,67.87000274658203,66.5199966430664,67.66000366210938,50.5676383972168,12831500,0.0105491909231973,0.9264089838349504,1690,264.0,43.0,262.0,364.0,285.0,543.0,106.0,23.0,31.0,2414.0,5.0,1278.0,3375.0,125.987608500461,60.1240883999977,106.879189565478,90.5379785623349,146.60306605031,123.018740519449,850558
2018-03-06,11417.39,11420.01,10560.19,10723.76,14734.41949,9.280217119396356,68.08000183105469,68.33000183105469,67.36000061035156,67.69999694824219,50.597530364990234,15677900,0.0005909173628282,0.7527645022174051,1688,232.0,52.0,288.0,384.0,342.0,483.0,134.0,33.0,22.0,2375.0,13.0,1212.0,3360.0,108.70614375955,61.9690703876637,107.007226815635,88.2415082333296,145.84841728407,123.034706523938,836883
2018-03-07,10723.01,10911.78,9450.0,9913.03,26116.51185,9.20160533235738,66.97000122070312,67.68000030517578,66.55999755859375,67.19000244140625,50.21637344360352,12362600,-0.0075616715726498,0.7522266491525699,1691,246.0,98.0,279.0,384.0,454.0,539.0,150.0,30.0,27.0,2444.0,15.0,1195.0,3523.0,97.4385908068518,74.3859092775529,107.182607130151,87.5846043737165,141.067639709522,123.392598645255,917543
2018-03-08,9904.52,10150.0,9078.95,9285.32,22522.42747,9.136189937382484,67.33999633789062,67.54000091552734,66.69000244140625,67.16999816894531,50.201412200927734,8013300,-0.0002977712491496,0.7216057973517652,1694,252.0,84.0,282.0,412.0,533.0,439.0,134.0,39.0,28.0,2368.0,25.0,1207.0,3826.0,100.24644609482,84.4733439708537,107.300379366039,89.9007243075774,140.042303014939,123.653869894927,915691
2018-03-09,9293.06,9420.39,8366.0,9230.0,29014.16684,9.130214327496898,67.69000244140625,68.51000213623047,67.62999725341797,68.44999694824219,51.15805435180664,11393100,0.0188768151319393,0.6539621131429346,1701,316.0,128.0,329.0,484.0,706.0,618.0,140.0,45.0,36.0,2687.0,21.0,1349.0,4446.0,105.649165957293,90.9427936664147,107.67210614153,96.5950878683471,140.788123070577,124.185944293153,881619
2018-03-12,9535.04,9892.0,8742.07,9120.75,18751.02058,9.11830731652922,68.48999786376953,68.93000030517578,68.08999633789062,68.43000030517578,51.143123626708984,9486000,-0.00029217772662,0.653904244426834,1701,257.0,68.0,249.0,369.0,363.0,466.0,124.0,37.0,25.0,2327.0,13.0,1336.0,3421.0,104.663757190998,117.450156979032,107.914855159941,104.277719425779,138.244244420564,124.939667767383,844766
2018-03-13,9115.24,9482.79,8830.0,9142.32,16001.47535,9.120669461560649,68.63999938964844,68.94999694824219,67.66000366210938,67.94000244140625,50.77690887451172,10730900,-0.0071863307569071,0.6277236855430872,1692,235.0,60.0,256.0,353.0,404.0,456.0,101.0,28.0,26.0,2329.0,12.0,1258.0,3468.0,105.222805459464,117.347734773401,107.979889337791,99.0959977236712,138.235400463649,124.490802973372,764096
2018-03-14,9152.07,9356.14,7948.0,8196.69,21191.02314,9.01148569322372,68.19999694824219,68.38999938964844,67.4000015258789,67.54000091552734,50.47795867919922,11348200,-0.0059049701544209,0.6299608518128305,1699,280.0,87.0,304.0,379.0,528.0,513.0,130.0,42.0,27.0,2541.0,13.0,1327.0,4040.0,105.313291035767,118.071437034839,108.161999982708,100.839812902552,138.556890480965,123.993752364616,574881
2018-03-15,8195.99,8425.0,7682.0,8265.05,18387.61139,9.019791059843602,67.79000091552734,68.08000183105469,66.68000030517578,67.19000244140625,50.21637344360352,12408500,-0.0051955652448416,0.6067387989329235,1700,292.0,103.0,297.0,489.0,620.0,586.0,137.0,65.0,28.0,2731.0,16.0,1368.0,4279.0,105.9032024407,126.292180225053,108.632853493453,108.243345368149,139.206543634743,123.209787558891,617134
2018-03-16,8265.05,8613.06,7914.08,8258.54,16498.62434,9.019003095443995,66.75,67.61000061035156,66.62000274658203,67.30999755859375,50.66421890258789,14342600,0.0017843144836282,0.606346477642773,1703,272.0,80.0,220.0,377.0,461.0,567.0,120.0,37.0,24.0,2437.0,16.0,1276.0,3689.0,105.720190459964,118.16432635118,108.593807632861,107.115214527474,138.797160771517,122.03155091443,593929
2018-03-19,8205.55,8718.74,8114.17,8596.93,19396.08836,9.059160441766048,67.0999984741211,67.19000244140625,65.88999938964844,66.2699966430664,49.88141250610352,14525000,-0.0155715223068124,0.6365254750736807,1691,253.0,69.0,250.0,383.0,392.0,645.0,146.0,28.0,21.0,2514.0,13.0,1186.0,3677.0,108.716391316723,119.383687070274,108.128270904362,118.802589404783,139.795167514845,122.396694193339,582453
2018-03-20,8596.79,9051.0,8313.01,8904.02,13454.82226,9.09425813913435,66.62999725341797,67.27999877929688,66.54000091552734,66.83000183105469,50.30293273925781,11259100,0.0084148534769408,0.6416362159963812,1692,251.0,55.0,299.0,342.0,406.0,602.0,121.0,21.0,23.0,2543.0,5.0,1283.0,3582.0,106.945211524918,122.469011287262,108.146729030499,121.161556029372,139.047973535515,122.469211163339,568358
2018-03-21,8904.02,9188.1,8754.83,8893.79,12100.99713,9.093108559368456,67.2300033569336,69.0199966430664,67.0199966430664,68.58000183105469,51.62015914916992,16439600,0.0258488648126453,0.687063537934439,1686,265.0,61.0,243.0,326.0,311.0,560.0,108.0,21.0,23.0,2598.0,8.0,1518.0,3337.0,106.787021853606,121.378944757245,108.150044741673,122.532682971634,139.169591899332,122.402360840941,573430
2018-03-22,8892.18,9099.59,8503.52,8704.67,12587.63392,9.071614942236156,67.81999969482422,68.18000030517578,67.05000305175781,67.18000030517578,50.56637954711914,18483800,-0.0206253850075119,0.7216182052022326,1682,244.0,47.0,258.0,297.0,300.0,401.0,113.0,16.0,30.0,2426.0,10.0,1453.0,3321.0,105.513207274981,99.1573305432084,108.026804586949,118.945818990471,134.862167609622,122.253192557841,595109
2018-03-23,8708.52,8920.79,8265.0,8920.79,13749.78486,9.096139786674827,67.5199966430664,68.30000305175781,66.62000274658203,66.7699966430664,50.25776290893555,19214300,-0.0061217611331043,0.6735284158560512,1681,280.0,56.0,197.0,329.0,325.0,448.0,124.0,23.0,20.0,2310.0,5.0,1397.0,3344.0,104.610729849592,103.168923165469,108.036056973747,111.75460659683,132.867344727437,122.324199629063,624132
2018-03-26,8451.12,8500.0,7831.15,8149.66,17693.41534,9.005731487573286,67.54000091552734,68.06999969482422,66.76000213623047,67.97000122070312,51.161006927490234,15953000,0.0178126217242855,0.7059807667264449,1673,271.0,75.0,267.0,343.0,476.0,588.0,121.0,27.0,19.0,2406.0,16.0,1331.0,3554.0,103.431128257619,78.7162377927407,107.765702728922,102.209830526136,130.699659572253,122.52461529061,584451
2018-03-27,8152.26,8211.62,7742.11,7791.7,12385.25028,8.960814343554494,68.26000213623047,68.54000091552734,66.94000244140625,67.33000183105469,50.67927932739258,13923100,-0.009460519565569,0.6967195489780029,1679,242.0,98.0,250.0,340.0,493.0,553.0,110.0,37.0,16.0,2446.0,13.0,1235.0,3676.0,100.660664127046,76.6249807672224,107.817579614974,102.194284302208,130.197261680764,122.583606582758,602492
